id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,year
0g7gLo5NdoFfCwj1dAUxfE,Rainbow On The River,5,173827,0,['The Platters'],['6KWcxMWVNVIYbdOQyJtsSy'],1960-01-01,0.397,0.339,0,-12.567,0,0.0319,0.781,0.0,0.327,0.264,77.907,4,1960
1vNH9ervNmJjOfRbiBfUVP,"Whatever Will Be, Will Be (Que Sera, Sera) (with Jimmy Joyce & His Children's Chorus)",16,174693,0,"['Doris Day', ""Jimmy Joyce & His Children's Chorus""]",['3ESG6pj6a0LvUKklENalT6' '7dN9ZEmDfqaF9YJcvonyLs'],1960-07-11,0.39,0.203,7,-13.187,1,0.0286,0.743,0.0,0.616,0.667,81.554,3,1960
2uNIUQyxmaWp5giiD4z9wV,The Party's Over,16,197667,0,['Julie London'],['3qUMmh5biaB5hqpF4LqS3m'],1960,0.321,0.145,7,-16.712,1,0.0378,0.663,0.00827,0.343,0.162,78.815,4,1960
3niDAd9aCjXuKH0XhihFWj,On A Slow Boat To China,12,115573,0,['The Platters'],['6KWcxMWVNVIYbdOQyJtsSy'],1960-01-01,0.613,0.455,5,-11.073,1,0.0357,0.77,0.0,0.0543,0.747,84.33,4,1960
6duTFVi23vDjg3ISsh3eA2,I Can't Give You Anything But Love,18,210787,0,['Ella Fitzgerald'],['5V0MlUE1Bft0mbLlND7FJz'],1960-06-01,0.322,0.0323,10,-20.285,1,0.0397,0.993,0.00637,0.131,0.181,88.738,3,1960
0LaDMGjT5rv0I1FAfQ46LT,Bombele,17,168267,0,"['La Sonora Matancera', 'Celio Gonzalez']",['01p7Homi0d4XxZ06f2NYYD' '17fQCVwjvlCEIr3T1dLg5y'],1960-01-01,0.7,0.457,9,-7.977,1,0.0469,0.83,4.59e-06,0.0359,0.856,99.778,4,1960
0qPVIs8PRtGj1Pt7I0OJYy,"Flo Me La - Live at the Newport Jazz Festival, Newport, RI, June 30, 1960",12,432800,0,['Nina Simone'],['7G1GBhoKtEPnP86X2PvEYO'],1960,0.53,0.584,4,-10.538,0,0.067,0.0841,0.881,0.459,0.496,131.567,4,1960
1cJtGPKDcYoNGnNq9VdW9v,On The Side Of The Angels,10,391267,0,['Oscar Peterson'],['6zkX5fhrSD4tdVOmimR9wB'],1960-01-01,0.385,0.0808,5,-28.563,1,0.0407,0.964,0.931,0.121,0.0522,64.954,3,1960
1vuSizHMKSwcByMw7P1o2s,Something Cool,10,276600,0,['Julie London'],['3qUMmh5biaB5hqpF4LqS3m'],1960,0.236,0.145,10,-16.407,1,0.041,0.887,0.00148,0.107,0.0778,66.248,4,1960
41jQ3sfT47niRAJ1lA4rRz,But Not For Me,14,144373,0,['Julie London'],['3qUMmh5biaB5hqpF4LqS3m'],1960,0.496,0.182,7,-13.614,0,0.041,0.753,6.5e-05,0.364,0.432,118.169,3,1960
4MUXep5BlclEfP8MakcRIC,By The River Sainte Marie,6,143267,0,['The Platters'],['6KWcxMWVNVIYbdOQyJtsSy'],1960-01-01,0.527,0.517,0,-8.09,1,0.0407,0.744,0.0,0.173,0.956,171.118,4,1960
4cndS1r6nH04gOVaRHVB8U,Give Me The Simple Life,18,125947,0,['Julie London'],['3qUMmh5biaB5hqpF4LqS3m'],1960-04-01,0.661,0.277,9,-13.418,0,0.138,0.566,0.0,0.0797,0.359,75.135,4,1960
5cju54hDaeFVtvPdUfObWQ,Dreamy - 1998 Remaster,8,178173,0,['Sarah Vaughan'],['1bgyxtWjZwA5PQlDsvs9b8'],1960,0.388,0.234,2,-10.524,0,0.0316,0.939,0.0,0.262,0.138,102.349,4,1960
6yKkA8HzwWTZ5taIMaG4Nm,My Foolish Heart,65,297320,0,['Bill Evans Trio'],['3VEG6gxFIMfl4Cdog26avS'],1961,0.395,0.121,9,-23.427,1,0.0327,0.935,0.397,0.697,0.139,114.521,4,1961
1xaTXPoDk4VOU9XhYX4KJM,A Nightingale Sang In Berkeley Square,64,419627,0,"['Stan Getz', 'Bob Brookmeyer']",['0FMucZsEnCxs5pqBjHjIc8' '3aM9H4QBnPUo6mnNVufAtN'],1961-01-01,0.425,0.0429,1,-24.86,1,0.0408,0.951,0.0184,0.148,0.255,96.097,4,1961
1kBKndNFG5Um2DK87FYk1m,Who Could Care?,50,286893,0,"['Stan Getz', 'Bob Brookmeyer']",['0FMucZsEnCxs5pqBjHjIc8' '3aM9H4QBnPUo6mnNVufAtN'],1961-01-01,0.343,0.045,0,-25.056,1,0.0435,0.966,0.00606,0.135,0.106,93.177,4,1961
1BMirA3vwj2NLamWkJsVYq,"Ruby, My Dear",50,381520,0,"['Thelonious Monk', 'John Coltrane']",['4PDpGtF16XpqvXxsrFwQnN' '2hGh5VOeeqimQFxqXvfCUf'],1961,0.461,0.131,10,-14.808,1,0.0295,0.959,0.885,0.187,0.109,65.902,4,1961
37vEa9sfgAqEZuqX8AX0Zk,Nardis,49,349493,0,['Bill Evans Trio'],['3VEG6gxFIMfl4Cdog26avS'],1961,0.517,0.108,0,-24.465,1,0.0479,0.852,0.881,0.124,0.206,79.512,4,1961
0oEIrVWpLj01XtFtDitQyR,Some Other Time,49,299840,0,['Bill Evans Trio'],['3VEG6gxFIMfl4Cdog26avS'],1961,0.407,0.0347,0,-28.998,1,0.0382,0.951,0.922,0.709,0.151,61.018,4,1961
6EC51OfUhguCbNp5H5SdGm,"Waltz For Debby - Live At The Village Vanguard, New York / 1961 / Take 2",48,409640,0,['Bill Evans Trio'],['3VEG6gxFIMfl4Cdog26avS'],1961,0.579,0.223,5,-22.061,1,0.0412,0.89,0.848,0.105,0.531,88.809,3,1961
1DDaR396iGhz2tqKqJrvoE,I Wish I Knew,41,327333,0,['Wes Montgomery'],['03YhcM6fxypfwckPCQV8pQ'],1961,0.377,0.0442,8,-30.849,1,0.0423,0.937,0.898,0.0956,0.237,111.705,4,1961
3INugpDQxj3H8UlGg0zigo,Love Jumped Out,43,466240,0,"['Stan Getz', 'Bob Brookmeyer']",['0FMucZsEnCxs5pqBjHjIc8' '3aM9H4QBnPUo6mnNVufAtN'],1961-01-01,0.58,0.256,2,-17.45,0,0.0482,0.759,3.88e-05,0.0897,0.499,79.122,4,1961
3NmLBig4t7RZWbLT3U2eBb,Porgy (I Loves You Porgy) - Outtake,45,360307,0,['Bill Evans Trio'],['3VEG6gxFIMfl4Cdog26avS'],1961,0.389,0.145,5,-22.965,1,0.0301,0.92,0.876,0.656,0.15,99.541,4,1961
3BF3uROPt95X3X7ZixXFRC,Waltz For Debby,41,317987,0,"['Cannonball Adderley', 'Bill Evans']",['5v74mT11KGJqadf9sLw4dA' '4jXfFzeP66Zy67HM2mvIIF'],1961,0.556,0.258,5,-11.745,1,0.0412,0.698,5.56e-05,0.0954,0.414,83.964,4,1961
6UVl12QoQEOGjJCocfBJyn,Goodbye,39,377547,0,"['Cannonball Adderley', 'Bill Evans']",['5v74mT11KGJqadf9sLw4dA' '4jXfFzeP66Zy67HM2mvIIF'],1961,0.532,0.0358,0,-18.644,0,0.0406,0.959,0.78,0.144,0.283,112.589,4,1961
2u6gOYRHuN06LMQDHTwUrl,My Romance (take 1),39,431213,0,['Bill Evans Trio'],['3VEG6gxFIMfl4Cdog26avS'],1961,0.569,0.218,0,-20.563,1,0.0357,0.91,0.84,0.722,0.46,86.571,3,1961
0bDlhKzFeybyiwcDYnrGe0,"Alice In Wonderland - Take 2 / Live At The Village Vanguard, NYC; 6/25/1961",39,514533,0,['Bill Evans Trio'],['3VEG6gxFIMfl4Cdog26avS'],1961,0.434,0.297,0,-18.316,1,0.0347,0.852,0.861,0.711,0.364,82.867,4,1961
7d4JNWqXjsa4iNv9v9Nf8H,Haunted Heart,36,205840,0,['Bill Evans Trio'],['3VEG6gxFIMfl4Cdog26avS'],1961,0.397,0.067,4,-21.399,1,0.0365,0.983,0.912,0.105,0.147,83.822,4,1961
0DWh4KE2jtivTLmlI4NtSN,How Deep Is The Ocean?,35,211467,0,['Bill Evans Trio'],['3VEG6gxFIMfl4Cdog26avS'],1961,0.608,0.158,5,-19.309,0,0.038,0.9,0.889,0.0996,0.146,120.055,4,1961
2JDGyG1zA8tZ4fJK9SsIRk,"Solar - Live At The Village Vanguard, NYC; 6/25/1961",37,534787,0,['Bill Evans Trio'],['3VEG6gxFIMfl4Cdog26avS'],1961,0.441,0.281,5,-20.118,0,0.0517,0.829,0.894,0.68,0.445,116.551,4,1961
3XiG3nHzUX3TJQ3D3UwFJ5,Israel,34,370000,0,['Bill Evans Trio'],['3VEG6gxFIMfl4Cdog26avS'],1961,0.552,0.276,5,-16.503,1,0.0608,0.711,0.735,0.0588,0.427,93.064,3,1961
6MUWlNamyyUnA0Zmifhz7X,"Alice In Wonderland - Take 1 / Live At The Village Vanguard, NYC; 6/25/1961",31,423760,0,['Bill Evans Trio'],['3VEG6gxFIMfl4Cdog26avS'],1961,0.455,0.327,0,-17.641,1,0.034,0.882,0.929,0.673,0.449,88.806,4,1961
0sWqnxofErf7mk8VKgbrXw,Nutty,32,398413,0,"['Thelonious Monk', 'John Coltrane']",['4PDpGtF16XpqvXxsrFwQnN' '2hGh5VOeeqimQFxqXvfCUf'],1961,0.543,0.311,10,-12.506,1,0.0338,0.523,2.48e-05,0.0881,0.419,138.119,4,1961
0XKC12udOJaeEX1h392B72,"Gloria's Step - Take 2 / Live At The Village Vanguard, NYC; 6/25/1961",37,367840,0,['Bill Evans Trio'],['3VEG6gxFIMfl4Cdog26avS'],1961,0.49,0.23,5,-21.314,0,0.0337,0.876,0.912,0.233,0.361,80.317,3,1961
5cCmf7KIcClmNpmB2ADFMk,Monk's Mood,24,471400,0,"['Thelonious Monk', 'John Coltrane']",['4PDpGtF16XpqvXxsrFwQnN' '2hGh5VOeeqimQFxqXvfCUf'],1961,0.409,0.0331,0,-16.036,1,0.0554,0.974,0.6,0.13,0.114,66.918,3,1961
20Fjir47YvWiroyPIqqeuj,"Trinkle, Tinkle",32,399827,0,"['Thelonious Monk', 'John Coltrane']",['4PDpGtF16XpqvXxsrFwQnN' '2hGh5VOeeqimQFxqXvfCUf'],1961,0.53,0.347,8,-12.568,1,0.0773,0.636,0.0,0.277,0.351,78.461,4,1961
4DLOOs0FmQeEO6BWVxEwpX,Beautiful Love (Take 1),32,366787,0,['Bill Evans Trio'],['3VEG6gxFIMfl4Cdog26avS'],1961,0.556,0.167,5,-23.108,1,0.0425,0.897,0.553,0.107,0.422,88.677,4,1961
1wCe7Rl3SRopd2hZxny2Zg,"My Man's Gone Now - Live At The Village Vanguard, NYC; 6/25/1961",35,384880,0,['Bill Evans Trio'],['3VEG6gxFIMfl4Cdog26avS'],1961,0.401,0.177,9,-23.494,0,0.0345,0.927,0.938,0.533,0.0818,102.728,3,1961
1FSf2JmNY7qCq5GK8ZB67w,Milestones,36,392840,0,['Bill Evans Trio'],['3VEG6gxFIMfl4Cdog26avS'],1961,0.442,0.374,5,-19.553,1,0.0383,0.753,0.912,0.615,0.472,133.285,4,1961
5F9IHYRRlU7qzTHO8dzTZb,Elsa,31,308640,0,['Bill Evans Trio'],['3VEG6gxFIMfl4Cdog26avS'],1961,0.447,0.117,8,-24.12,0,0.0371,0.913,0.903,0.113,0.085,117.814,3,1961
2Sw9p3GdYdYecTwm94T7B8,I Wish I Knew,29,279600,0,['Bill Evans Trio'],['3VEG6gxFIMfl4Cdog26avS'],1961,0.358,0.0828,4,-21.235,0,0.0395,0.942,0.9,0.11,0.0798,170.098,3,1961
4x0kuhUNGqQN8uklA0jVbS,Know What I Mean?,25,296587,0,"['Cannonball Adderley', 'Bill Evans']",['5v74mT11KGJqadf9sLw4dA' '4jXfFzeP66Zy67HM2mvIIF'],1961,0.465,0.123,1,-17.778,1,0.0436,0.874,0.0114,0.118,0.276,83.328,4,1961
5nDOHSm7jxDU1U9kFKVruH,Detour Ahead (take 2),38,456853,0,['Bill Evans Trio'],['3VEG6gxFIMfl4Cdog26avS'],1961,0.414,0.145,9,-25.221,0,0.0337,0.904,0.862,0.138,0.117,98.307,4,1961
67oiijmAnyuUHAyM1k9vYW,Toy,30,306627,0,"['Cannonball Adderley', 'Bill Evans']",['5v74mT11KGJqadf9sLw4dA' '4jXfFzeP66Zy67HM2mvIIF'],1961,0.611,0.416,7,-11.119,1,0.0373,0.668,0.00791,0.0793,0.703,122.269,4,1961
48yzAxN1f0c8harPkLqXX9,Beautiful Love - Album Version - (take 2),29,304067,0,['Bill Evans Trio'],['3VEG6gxFIMfl4Cdog26avS'],1961,0.594,0.261,2,-16.69,0,0.0409,0.843,0.451,0.0873,0.536,92.88,4,1961
6d8G8DYlsetAtPcfx4CsUO,How About You,15,123000,0,['Bobby Darin'],['0EodhzA6yW1bIdD5B4tcmJ'],1961,0.479,0.23,7,-12.23,0,0.044,0.712,0.0,0.0998,0.575,143.016,4,1961
4Ui4x5HkS80awaZRdjdGXd,My Romance (take 2) - Alternate Take,31,432040,0,['Bill Evans Trio'],['3VEG6gxFIMfl4Cdog26avS'],1961,0.549,0.259,0,-18.821,1,0.0416,0.865,0.76,0.122,0.315,74.845,4,1961
17CfX2PczkGAIFQFrjOjY8,"All Of You - Take 2 / Live At The Village Vanguard, NYC; 6/25/1961",31,499547,0,['Bill Evans Trio'],['3VEG6gxFIMfl4Cdog26avS'],1961,0.436,0.275,0,-19.489,1,0.0377,0.866,0.847,0.704,0.32,97.443,4,1961
0xl1YiGQYQpnJWepXy9gKy,Nancy (With The Laughing Face),28,248453,0,"['Cannonball Adderley', 'Bill Evans']",['5v74mT11KGJqadf9sLw4dA' '4jXfFzeP66Zy67HM2mvIIF'],1961,0.437,0.0431,3,-19.289,1,0.0427,0.965,0.724,0.143,0.219,185.181,3,1961
0O7a7KiPozhXfgI9WPsql7,Beautiful Love - Album Version - (take 1 bonus track),26,363293,0,['Bill Evans Trio'],['3VEG6gxFIMfl4Cdog26avS'],1961,0.555,0.25,0,-18.172,1,0.041,0.879,0.65,0.0982,0.458,88.863,4,1961
2iroL1J4MPa3ezpxfrdk0b,"Gloria's Step - Take 3 / Live At The Village Vanguard, NYC; 6/25/1961",29,417320,0,['Bill Evans Trio'],['3VEG6gxFIMfl4Cdog26avS'],1961,0.446,0.238,5,-20.936,1,0.0414,0.854,0.872,0.668,0.365,77.869,4,1961
0WDFtUd7LzpXXYvCZ5FLYp,The Boy Next Door - Album Version - (bonus track),26,305733,0,['Bill Evans Trio'],['3VEG6gxFIMfl4Cdog26avS'],1961,0.477,0.235,10,-17.781,1,0.0365,0.927,0.753,0.106,0.159,136.942,3,1961
0vBdIvIjmtceTZ9boHG3dm,Where Can I Go Without You - 2004 Remaster,13,172053,0,['Nina Simone'],['7G1GBhoKtEPnP86X2PvEYO'],1961,0.385,0.179,0,-14.542,1,0.0365,0.978,0.0,0.0808,0.225,90.868,1,1961
4FVD2r95UCqEVim70ZJO3D,"Ruby, My Dear",13,380600,0,"['Thelonious Monk', 'John Coltrane']",['4PDpGtF16XpqvXxsrFwQnN' '2hGh5VOeeqimQFxqXvfCUf'],1961,0.441,0.161,10,-12.824,1,0.0283,0.961,0.891,0.305,0.118,66.059,4,1961
1SHwfSOatNVQWiLfMg0CTO,Sweet And Lovely,26,352467,0,['Bill Evans Trio'],['3VEG6gxFIMfl4Cdog26avS'],1961,0.596,0.282,0,-16.871,0,0.0333,0.835,0.662,0.162,0.581,90.622,4,1961
3Cx9inYYVQw4VEUrwKgPuX,How Deep Is The Ocean,27,213720,0,['Bill Evans Trio'],['3VEG6gxFIMfl4Cdog26avS'],1961,0.539,0.106,5,-22.244,0,0.0396,0.909,0.915,0.0938,0.122,120.178,4,1961
1ThLPnh8qZBUNWyxBf5nVx,Will You Love Me Tomorrow,16,174733,0,['Brenda Lee'],['4cPHsZM98sKzmV26wlwD2W'],1961-04-03,0.699,0.253,11,-10.391,1,0.035,0.565,6.45e-06,0.108,0.576,111.929,4,1961
4KzgfINZ4PlPU1zalohTyP,Elsa,22,352093,0,"['Cannonball Adderley', 'Bill Evans']",['5v74mT11KGJqadf9sLw4dA' '4jXfFzeP66Zy67HM2mvIIF'],1961,0.535,0.078,8,-20.741,0,0.0355,0.941,0.831,0.121,0.229,99.187,3,1961
75Hl0ezXJ3enW7jeVWPzUC,Mr. Charles' Blues,15,167533,0,['Ray Charles'],['1eYhYunlNJlDoQhtYBvPsi'],1961,0.802,0.109,5,-15.683,1,0.101,0.895,0.00019,0.168,0.39,88.759,4,1961
5cx1qoUiJhVJX4tHUiauNj,Waltz for Debby (take 1) - Alternate Take,36,409760,0,['Bill Evans Trio'],['3VEG6gxFIMfl4Cdog26avS'],1961,0.505,0.195,2,-20.817,0,0.0417,0.904,0.896,0.11,0.434,91.291,4,1961
7xOr2JuNZH1Ud1wPlQOelC,Venice,22,176147,0,"['Cannonball Adderley', 'Bill Evans']",['5v74mT11KGJqadf9sLw4dA' '4jXfFzeP66Zy67HM2mvIIF'],1961,0.599,0.0284,8,-27.088,1,0.0386,0.915,0.62,0.102,0.224,94.048,4,1961
5nhbNC0tZnWIvQYwwSKlPf,Detour Ahead (take 1) - Alternate Take,32,435173,0,['Bill Evans Trio'],['3VEG6gxFIMfl4Cdog26avS'],1961,0.429,0.177,0,-22.902,1,0.0333,0.919,0.888,0.722,0.173,126.534,4,1961
3lkEE1Spqt7P8D8m8Dz1rD,Nice Work If You Can Get It,22,358173,0,"['Stan Getz', 'Bob Brookmeyer']",['0FMucZsEnCxs5pqBjHjIc8' '3aM9H4QBnPUo6mnNVufAtN'],1961-01-01,0.503,0.256,0,-18.324,1,0.0505,0.832,7.52e-05,0.201,0.422,92.359,4,1961
6TYTG0Y8dZZHP8EluhrXel,While We're Young,29,135240,0,['Wes Montgomery'],['03YhcM6fxypfwckPCQV8pQ'],1961,0.394,0.00653,2,-36.612,1,0.0459,0.978,0.877,0.106,0.13,78.238,4,1961
71igtS6V0X6v1s53CWS1nO,Who Cares?,22,358760,0,"['Cannonball Adderley', 'Bill Evans']",['5v74mT11KGJqadf9sLw4dA' '4jXfFzeP66Zy67HM2mvIIF'],1961,0.677,0.382,0,-11.154,1,0.0408,0.704,0.123,0.098,0.729,115.189,4,1961
33kkw135IHXONRp5K3xoRh,I Wonder Who,15,166333,0,['Ray Charles'],['1eYhYunlNJlDoQhtYBvPsi'],1961,0.393,0.194,8,-12.938,1,0.0461,0.831,0.0,0.115,0.695,73.75,4,1961
3kViThTNuwC8rczqELEhPV,Are You Sure - Rehearsal Take,13,136547,0,['Aretha Franklin'],['7nwUJBm0HE4ZxD3f5cy5ok'],1961-02-27,0.524,0.0423,11,-23.395,1,0.0876,0.36,2.04e-05,0.241,0.178,138.552,4,1961
0FMzybjq7WEnwgZaKSB84A,Basin Street Blues,10,273800,0,['Dave Brubeck'],['3kUKwTJdH8FuWzF8p6Dg9E'],1961-01-01,0.752,0.0681,5,-20.838,1,0.0583,0.902,0.821,0.102,0.418,137.909,4,1961
3fKazBjk9cCLxDPnIrdNl3,discussing repertoire - Bonus Track,30,30760,0,['Bill Evans Trio'],['3VEG6gxFIMfl4Cdog26avS'],1961,0.345,0.0329,10,-41.931,0,0.0814,0.354,0.0163,0.109,0.211,83.541,1,1961
5StqOtAqluXAD1JnfwTa85,Twisted Blues,18,334533,0,['Wes Montgomery'],['03YhcM6fxypfwckPCQV8pQ'],1961,0.475,0.263,6,-21.552,0,0.0602,0.782,0.66,0.116,0.689,126.723,4,1961
7MJGg9kpBP7gV0UFVbipMg,Let Me Know,12,155773,0,['Dean Martin'],['49e4v89VmlDcFCMyDv9wQ9'],1961,0.268,0.185,7,-17.085,1,0.0312,0.886,5.4e-05,0.337,0.26,87.585,3,1961
0RoupsP2B7fBbTBkT0G2Nd,"All Of You - Live At The Village Vanguard, 1961 / Take 3",15,484800,0,['Bill Evans Trio'],['3VEG6gxFIMfl4Cdog26avS'],1961,0.531,0.236,5,-20.517,1,0.0437,0.695,0.334,0.51,0.381,96.015,4,1961
1du69AtQFR56cpCxoxSCeS,Nardis,26,350520,0,['Bill Evans Trio'],['3VEG6gxFIMfl4Cdog26avS'],1961,0.484,0.0647,0,-27.972,1,0.0454,0.841,0.841,0.0962,0.212,80.159,4,1961
4Q6sMnABR2Uoi4QgsLcB8r,The Best Is Yet to Come,16,225160,0,['Johnny Mathis'],['21LGsW7bziR4Ledx7WZ1Wf'],1961-02-27,0.532,0.501,5,-9.326,0,0.045,0.606,0.0,0.0497,0.511,121.37,4,1961
6rErYddI7JVqlI2Vz0uv4b,A Wonderful Guy,12,296400,0,"['Oscar Peterson', 'Milt Jackson']",['6zkX5fhrSD4tdVOmimR9wB' '23i8EixXKG0EWGRCfHlUGN'],1961-10-07,0.362,0.198,8,-22.724,1,0.0435,0.834,0.0204,0.0945,0.569,178.696,3,1961
2aiKYgPdZfuKeV0ChO8JGw,Toy,20,310227,0,"['Cannonball Adderley', 'Bill Evans']",['5v74mT11KGJqadf9sLw4dA' '4jXfFzeP66Zy67HM2mvIIF'],1961,0.661,0.359,7,-11.761,1,0.0419,0.69,0.0289,0.0684,0.693,122.144,4,1961
3B40RqUhM9gO0RQxeBcRKw,Toy (Take 8),16,306640,0,"['Cannonball Adderley', 'Bill Evans']",['5v74mT11KGJqadf9sLw4dA' '4jXfFzeP66Zy67HM2mvIIF'],1961,0.616,0.351,7,-12.225,1,0.0374,0.64,0.00798,0.145,0.692,124.307,4,1961
4Q1yD8YqU6XRWMudzrFJBV,Speak To Me Pretty,14,138813,0,['Brenda Lee'],['4cPHsZM98sKzmV26wlwD2W'],1961-08-07,0.556,0.434,8,-9.041,1,0.0355,0.614,0.0,0.129,0.881,83.524,4,1961
4SuKXec2hGxNtpSCK4subk,The Touch Of Your Lips,16,234400,0,['Nat King Cole'],['7v4imS0moSyGdXyLgVTIV7'],1961-01-01,0.112,0.272,9,-13.687,1,0.0329,0.599,0.0014,0.257,0.0953,171.136,3,1961
6xFR8PPbeBE8EVN4Us4RFC,Who Cares? (Take 4),17,356720,0,"['Cannonball Adderley', 'Bill Evans']",['5v74mT11KGJqadf9sLw4dA' '4jXfFzeP66Zy67HM2mvIIF'],1961,0.639,0.378,9,-9.888,0,0.0372,0.696,0.0381,0.0492,0.692,104.782,4,1961
7h70qASP93C83FKbreTHyM,Love Is a Many Splendored Thing,12,176427,0,['Shirley Bassey'],['090VebphoycdEyH165iMqc'],1961,0.274,0.226,10,-10.627,1,0.0297,0.868,3.19e-05,0.103,0.155,88.137,4,1961
2BF7tDWcx7khGebxknvT8d,"Jade Visions - Take 1 / Live At The Village Vanguard, NYC; 6/25/1961",29,250947,0,['Bill Evans Trio'],['3VEG6gxFIMfl4Cdog26avS'],1961,0.478,0.0643,9,-27.627,0,0.0396,0.854,0.814,0.111,0.0395,117.794,3,1961
6fAUPWKwkhEYXw4ukeTGeD,The Man I Love,16,266707,0,['Ray Charles'],['1eYhYunlNJlDoQhtYBvPsi'],1961,0.425,0.0247,10,-26.234,0,0.0401,0.921,0.875,0.108,0.161,97.367,4,1961
7l1m40tpCgoTrEvxfoGsNK,"Gloria's Step - Live At The Village Vanguard, 1961 / Take 2",21,369627,0,['Bill Evans Trio'],['3VEG6gxFIMfl4Cdog26avS'],1961,0.478,0.215,5,-21.533,0,0.0368,0.828,0.904,0.219,0.367,80.263,4,1961
5sQnh7KY0OSUZdipjr7JFg,"Gloria's Step - Live At The Village Vanguard, 1961 / Take 2",20,366067,0,['Bill Evans Trio'],['3VEG6gxFIMfl4Cdog26avS'],1961,0.514,0.15,5,-23.886,0,0.0376,0.866,0.927,0.0629,0.339,80.496,3,1961
7aHMuaIUsIS6p3wKuoPxnN,"Alice In Wonderland - Live At The Village Vanguard, 1961 / Take 2",18,515040,0,['Bill Evans Trio'],['3VEG6gxFIMfl4Cdog26avS'],1961,0.439,0.313,0,-18.231,1,0.0393,0.722,0.503,0.627,0.392,82.667,4,1961
3RVR6N1HiF0RRh5eHMwv3N,Off Minor - Take 4,22,315933,0,"['Thelonious Monk', 'John Coltrane']",['4PDpGtF16XpqvXxsrFwQnN' '2hGh5VOeeqimQFxqXvfCUf'],1961,0.508,0.279,8,-14.999,1,0.0354,0.621,0.000553,0.116,0.407,151.804,4,1961
3fsmqE0VecWi8QMBiJptpT,How Deep Is the Ocean,8,214000,0,['Bill Evans'],['4jXfFzeP66Zy67HM2mvIIF'],1961-01-01,0.602,0.157,5,-19.307,0,0.0387,0.898,0.911,0.0959,0.151,120.126,4,1961
3szbN7FjvdEOJLuy01Yn8y,Love Is the Only Thing - Mono Version,10,163387,0,['Aretha Franklin'],['7nwUJBm0HE4ZxD3f5cy5ok'],1961-02-27,0.703,0.257,0,-11.413,1,0.0372,0.923,8.19e-06,0.187,0.442,80.506,4,1961
2SYWYRgGDbPgZDJsHfP5vO,Some Day Baby,14,180933,0,['Ray Charles'],['1eYhYunlNJlDoQhtYBvPsi'],1961,0.52,0.118,0,-17.976,1,0.057,0.977,0.00266,0.127,0.484,71.054,4,1961
3Pi8vzRLjoOxAMCGxsdF46,My Romance - Live / Take 1,21,428240,0,['Bill Evans Trio'],['3VEG6gxFIMfl4Cdog26avS'],1961,0.587,0.158,0,-21.776,1,0.0404,0.909,0.684,0.165,0.465,86.36,3,1961
4GJ0P5rWjqShC6FmNDzh1C,Reunion Blues,13,443933,0,"['Oscar Peterson Trio', 'Milt Jackson']",['0ldU0QJm31y0d6f57R1G2A' '23i8EixXKG0EWGRCfHlUGN'],1961-10-07,0.375,0.332,0,-18.095,0,0.0743,0.692,0.00227,0.101,0.621,178.862,4,1961
5K80zIui21LKKDxQJLKPhd,"My Man's Gone Now - Live At The Village Vanguard, 1961",19,381093,0,['Bill Evans Trio'],['3VEG6gxFIMfl4Cdog26avS'],1961,0.399,0.206,4,-23.563,0,0.0392,0.883,0.908,0.242,0.126,103.806,3,1961
5MniEDacEjLfwSZvXuiteF,In My Diary,16,154067,0,['Etta James'],['0iOVhN3tnSvgDbcg25JoJb'],1961,0.409,0.165,2,-14.624,0,0.0284,0.804,6.55e-06,0.228,0.27,88.039,3,1961
5ZeZ3kRjLrWpbAjIuM3CwR,"Jade Visions - Live At The Village Vanguard, 1961 / Take 2",17,228640,0,['Bill Evans Trio'],['3VEG6gxFIMfl4Cdog26avS'],1961,0.464,0.0822,2,-25.993,0,0.0397,0.802,0.896,0.279,0.113,98.242,3,1961
5uRIhoywyPBVq6oy76DJpA,By Myself,17,157627,0,['Aretha Franklin'],['7nwUJBm0HE4ZxD3f5cy5ok'],1961-02-27,0.465,0.206,0,-11.583,1,0.0643,0.917,5.5e-05,0.087,0.324,126.221,4,1961
6jTaE1HQV4AGu6jvP3M6Ie,Evening In Paris - Live At Newport Jazz Festival / 1961,5,311707,0,['Quincy Jones'],['3rxIQc9kWT6Ueg4BhnOwRK'],1961-01-01,0.462,0.182,7,-13.625,0,0.0402,0.669,0.128,0.929,0.305,124.075,4,1961
70zI7xiTNw7XNIBV6NmW25,Just Another Lie,12,200053,0,['Brenda Lee'],['4cPHsZM98sKzmV26wlwD2W'],1961-04-03,0.749,0.394,8,-9.833,1,0.0562,0.771,0.0197,0.106,0.804,111.591,3,1961
0NryxUyI1yNP308cSjjPQh,Know What I Mean? (Take 12),16,422293,0,"['Cannonball Adderley', 'Bill Evans']",['5v74mT11KGJqadf9sLw4dA' '4jXfFzeP66Zy67HM2mvIIF'],1961,0.572,0.279,9,-11.989,1,0.0415,0.836,0.193,0.133,0.342,120.85,3,1961
0sTH0B52DxAijZ8HQuIAq6,"Jade Visions - Live At The Village Vanguard, 1961 / Take 2",15,230867,0,['Bill Evans Trio'],['3VEG6gxFIMfl4Cdog26avS'],1961,0.419,0.0464,2,-27.606,0,0.039,0.648,0.862,0.68,0.0426,96.114,3,1961
